,Conference,Publication Date,Publication Count
2095,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,1
2096,2022 IEEE 27th International Conference on Emerging Technologies and Factory Automation (ETFA),2022,1
2097,2022 IEEE 35th Computer Security Foundations Symposium (CSF),2022,1
2098,2022 IEEE 42nd International Conference on Distributed Computing Systems (ICDCS),2022,1
2099,2022 IEEE 47th Conference on Local Computer Networks (LCN),2022,1
2100,2022 IEEE 63rd Annual Symposium on Foundations of Computer Science (FOCS),2022,1
2101,2022 IEEE 95th Vehicular Technology Conference (VTC2022-Spring),2022,1
2102,2022 IEEE ICWS -  International Conference on Web Services,2022,1
2103,2022 IEEE Intelligent Vehicles Symposium (IV),2022,1
2104,"2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP 2022)",2022,1
2105,2022 IEEE International Conference on Image Processing (ICIP),2022,1
2106,2022 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),2022,1
2107,2022 IEEE International Smart Cities Conference (ISC2),2022,1
2108,2022 IEEE Symposium on Security and Privacy,2022,1
2109,2022 IEEE-RAS 21st International Conference on Humanoid Robots (Humanoids),2022,1
2110,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2022,1
2111,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2022,1
2112,2022 International Conference on 3D Vision (3DV),2022,1
2113,"2022 International Conference on Electrical, Computer, Communications and Mechatronics Engineering (ICECCME)",2022,1
2114,2022 NASA Formal Methods - 14th International Symposium,2022,1
2115,"2023 - 3rd edition of the international conference ""Cognitive neuroscience of memory: Recollection, familiarity and novelty detection",2023,1
2116,2023 - 54th International Liège Colloquium on Ocean Dynamics,2023,1
2117,2023 - 6th Nordic STS Conference,2023,1
2118,2023 - Accelerating Generative Models and Nonconvex Optimisation Workshop,2023,1
2119,2023 - IEEE World Haptics Conference,2023,1
2120,2023 - Journée Scientifique de la Fedrha sur le thème “Handicap visuel et participation sociale : les apports de la recherche”,2023,1
2121,2023 - Workshop on Advanced School on Quantitative Principles in Microbial Physiology: from Single Cells to Cell Communities,2023,1
2122,2023 27th International Conference on Engineering of Complex Computer Systems (ICECCS),2023,1
2123,"2023 59th Annual Allerton Conference on Communication, Control, and Computing (Allerton)",2023,1
2124,2023 62nd IEEE Conference on Decision and Control (CDC),2023,1
2125,2023 7th Cyber Security in Networking Conference (CSNet),2023,1
2126,2023 ACM CHI Conference on Human Factors in Computing Systems (CHI ’23),2023,1
2127,2023 ACM SIGMETRICS International Conference on Measurement and Modeling of Computer Systems,2023,1
2128,2023 ARITH - 30th IEEE International Symposium on Computer Arithmetic,2023,1
2129,2023 ASCO Annual Meeting,2023,1
2130,2023 Computing in Cardiology (CinC),2023,1
2131,2023 Conference on Empirical Methods in Natural Language Processing,2023,1
2132,2023 Conference on Lasers and Electro-Optics Europe & European Quantum Electronics Conference (CLEO/Europe-EQEC),2023,1
2133,"2023 Design, Automation & Test in Europe Conference & Exhibition (DATE)",2023,1
2134,2023 Drôles d'Objets - Un nouvel art de faire,2023,1
2135,2023 European Control Conference (ECC),2023,1
2136,2023 IEEE 29th Real-Time and Embedded Technology and Applications Symposium (RTAS),2023,1
2137,2023 IEEE 30th Symposium on Computer Arithmetic (ARITH 2023),2023,1
2138,2023 IEEE 35th International Conference on Tools with Artificial Intelligence (ICTAI),2023,1
2139,2023 IEEE 36th Computer Security Foundations Symposium (CSF),2023,1
2140,2023 IEEE 8th European Symposium on Security and Privacy (EuroS&P),2023,1
2141,2023 IEEE 9th International Conference on Network Softwarization (NetSoft),2023,1
2142,2023 IEEE Automatic Speech Recognition and Understanding Workshop (ASRU 2023),2023,1
2143,2023 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),2023,1
2144,2023 IEEE Frontiers in Education Conference (FIE),2023,1
2145,"2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP 2023)",2023,1
2146,2023 IEEE International Conference on Advanced Robotics and Its Social Impacts (ARSO),2023,1
2147,2023 IEEE International Parallel and Distributed Processing Symposium (IPDPS),2023,1
2148,2023 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),2023,1
2149,"2023 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",2023,1
2150,2023 IEEE RAS International Conference on Humanoid Robots,2023,1
2151,2023 IEEE Smart World Congress (SWC),2023,1
2152,2023 IEEE/CVF 6 International Conference on Computer Vision Workshops (ICCVW),2023,1
2153,2023 IMX - ACM International Conference on Interactive Media Experiences,2023,1
2154,2023 International Conference on ICT for Sustainability (ICT4S),2023,1
2155,2023 International Conference on Machine Learning,2022,1
2156,2023 International Conference on Microservices,2023,1
2157,2023 International Joint Conference on Neural Networks (IJCNN),2023,1
2158,2023 International Symposium on Symbolic and Algebraic Computation,2023,1
2159,2023 Joint Statistical Meetings,2023,1
2160,2023 Proceedings of the Conference on Control and its Applications (CT),2023,1
2161,2023 SMB annual meeting - Annual Meeting of the Society for Mathematical Biology,2023,1
2162,2023 Swiss Metabolomics Society Annual Meeting,2023,1
2163,"2023 World Conference on Smart Trends in Systems, Security and Sustainability",2023,1
2164,"20e Colloque Compression et Représentation des Signaux Audiovisuels, CORESA 2018",2018,1
2165,20e édition des Journées de Formulation : Substitution et Reformulation,2021,1
2166,20th ACM SIGACCESS Conference on Computers and Accessibility (ASSETS'18),2018,1
2167,"20th Annual IEEE International Conference on Sensing, Communication, and Networking (SECON 2023)",2023,1
2168,20th Consumer Communications & Networking Conference (CCNC ),2023,1
2169,20th Edition of the International Workshop in Spatial Econometrics and Statistics,2022,1
2170,20th IEEE International Conference on Mobile Data Management (MDM) 2019,2019,1
2171,20th IEEE International Symposium on Biomedical Imaging (ISBI 2023),2023,1
2172,"20th Int. Workshop on Algorithms, Models and Tools for Parallel Computing on Heterogeneous Platforms (HeteroPar)",2022,1
2173,20th International  Congress on Phonetic Sciences,2023,1
2174,20th International Conference on Coordination Languages and Models (COORDINATION),2018,1
2175,20th International Conference on Descriptional Complexity of Formal Systems,2018,1
2176,20th International Conference on Distributed Computing and Networking (ICDCN 2019),2019,1
2177,20th International Conference on Formal Modeling and Analysis of Timed Systems,2022,1
2178,20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023),2023,1
2179,20th International Conference on Spoken Language Translation (IWSLT 2023),2023,1
2180,20th International Conference on Transparent Optical Networks (ICTON),2018,1
2181,20th International Congress of Phonetic Sciences (ICPhS 2023),2023,1
2182,20th International Symposium on Principles and Practice of Declarative Programming,2018,1
2183,"20ème édition de la conférence francophone ""Extraction et gestion des connaissances""",2020,1
2184,20èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications(ALGOTEL 2018),2018,1
2185,21e Colloque National de Maîtrise des risques et sûreté de fonctionnement,2018,1
2186,21e congrès du Groupe de graphisme et modélisation moléculaire (GGMM),2019,1
2187,"21eme Journée Calcul Scientifique et Modélisation Mathématique d’Amiens,",2022,1
2188,21st ACM/IEEE International Symposium on Code Generation and Optimization (CGO ’23),2023,1
2189,"21st Conference on Innovation in Clouds, Internet and Networks (ICIN 2018)",2018,1
2190,21st International Conference on Applied Cryptography and Network Security,2023,1
2191,21st International Conference on Artificial Intelligence and Statistics (AISTATS 2018),2018,1
2192,21st International Conference on Medical Image Computing and Computer Assisted Intervention (MICCAI 2018),2018,1
2193,21st International Conference on Types for Proofs and Programs,2018,1
2194,21st International Conference on Web Engineering (ICWE),2021,1
2195,21st International ESAFORM Conference on Material Forming (ESAFORM 2018),2018,1
2196,"21st International ESAFORM Conference on Material Forming, ESAFORM 2018",2018,1
2197,"21st International Symposium on Stabilization, Safety, and Security of Distributed Systems (SSS 2019)",2019,1
2198,21st International Workshop on Software and Compilers for Embedded Systems (SCOPES 2018),2018,1
2199,21st Overture Workshop,2023,1
2200,21st SIAM Copper Mountain Conference on Multigrid Method,2023,1
2201,21st Workshop on Job Scheduling Strategies for Parallel Processing,2018,1
2202,"21th Japan Conference on Discrete and Computational Geometry, Graphs, and Games",2018,1
2203,22nd IFAC Symposium on Automatic Control in Aerospace,2022,1
2204,"22nd IFAC World Congress, IFAC 2023",2023,1
2205,22nd International Conference on Artificial Intelligence and Statistics (AISTATS 2019),2019,1
2206,22nd International Conference on Developments in Language Theory (DLT 2018),2018,1
2207,"22nd International Conference on Distributed Computing and Networking, ICDCN'21",2021,1
2208,"22nd International Conference on Logic for Programming, Artificial Intelligence and Reasoning",2018,1
2209,22nd International Conference on Theory and Practice of Digital Libraries (TPDL 2018),2018,1
2210,22nd International Database Engineering & Applications Symposium (IDEAS 2018),2018,1
2211,22nd International Symposium on Formal Methods,2018,1
2212,22nd International Symposium on Symbolic and Numeric Algorithms for Scientific Computing - SYNASC 2020,2020,1
2213,22nd International Systems and Software Product Line Conference - SPLC 2018,2018,1
2214,22nd Smart Card Research and Advanced Application Conference (CARDIS 2023),2023,1
2215,22ème Cours Saint Paul Sein & Cancer Gynécologiques,2023,1
2216,23rd ACM International Conference on Functional Programming,2018,1
2217,23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings,2020,1
2218,23rd Annual Meeting of the Special Interest Group on Discourse and Dialogue (SIGDIAL 2022),2022,1
2219,23rd Conference of the International Federation of Operational Research Societies,2023,1
2220,"23rd Conference on Innovation in Clouds, Internet and Networks (ICIN 2020)",2020,1
2221,"23rd INTERSPEECH Conference on ""Human and Humanizing Speech Technology”",2022,1
2222,"23rd International Conference Verification, Model Checking, and Abstract Interpretation (VMCAI 2022 )",2022,1
2223,23rd International Conference on Computing in High Energy and Nuclear Physics,2019,1
2224,23rd International Conference on Conceptual Structures (ICCS 2018),2018,1
2225,"23rd International Conference on Cryptology, Kolkata, India : Progress in Cryptology – INDOCRYPT 2022",2022,1
2226,23rd International Conference on Distributed Computing and Networking (ICDCN),2022,1
2227,23rd International Conference on Parallel and Distributed Systems (ICPADS 2017),2018,1
2228,"23rd International Conference on System Theory, Control and Computing (ICSTCC 2019)",2019,1
2229,23rd International Conference on Types for Proofs and Programs (TYPES 2017),2018,1
2230,"23rd International Conference, AIED 2022, Durham, UK, July 27–31, 2022, Proceedings, Part I",2022,1
2231,23rd International Symposium on Mathematical Programming (ISMP 2018),2018,1
2232,23ème CBL,2022,1
2233,23ème Congrès de Chimiométrie,2022,1
2234,23ème édition du colloque du Club des Bactéries Lactiques,2022,1
2235,24 th European Conference on Artificial Intelligence (ECAI 2020),2020,1
2236,24th Biennial Dictionary Society of North America Conference (DSNA),2023,1
2237,24th CIB W99 Conference,2018,1
2238,24th ECAI 2020 - European Conference on Artificial Intelligence,2020,1
2239,24th IEEE International Symposium on Asynchronous Circuits and Systems (ASYNC),2018,1
2240,"24th IFIP WG 6.1 International Conference, 17th International Federated Conference on Distributed Computing Techniques (DisCoTec 2022)",2022,1
2241,24th INTERSPEECH Conference,2023,1
2242,24th International Conference On Research In Computational Molecular Biology (RECOMB 2020),2020,1
2243,24th International Conference on Artificial Intelligence and Statistics,2021,1
